seq,title,year,doi,doi_link,google_scholar,openalex_search,unpaywall_api
155,Multinationality and technical efficiency: A neglected perspective,2008,,,https://scholar.google.com/scholar?q=Multinationality%20and%20technical%20efficiency%3A%20A%20neglected%20perspective,https://openalex.org/works?search=Multinationality%20and%20technical%20efficiency%3A%20A%20neglected%20perspective,
157,The impact of corporate social performance on a firm's multinationality,2008,,,https://scholar.google.com/scholar?q=The%20impact%20of%20corporate%20social%20performance%20on%20a%20firm%27s%20multinationality,https://openalex.org/works?search=The%20impact%20of%20corporate%20social%20performance%20on%20a%20firm%27s%20multinationality,
158,THE EMPIRICS OF MULTINATIONALITY AND PERFORMANCE,2007,,,https://scholar.google.com/scholar?q=THE%20EMPIRICS%20OF%20MULTINATIONALITY%20AND%20PERFORMANCE,https://openalex.org/works?search=THE%20EMPIRICS%20OF%20MULTINATIONALITY%20AND%20PERFORMANCE,
159,MULTINATIONALITY AND PROFITABILITY,1991,,,https://scholar.google.com/scholar?q=MULTINATIONALITY%20AND%20PROFITABILITY,https://openalex.org/works?search=MULTINATIONALITY%20AND%20PROFITABILITY,
358,The effect of ESG performance on enterprises' internationalization : from the perspective of cooperative research and development,2025,,,https://scholar.google.com/scholar?q=The%20effect%20of%20ESG%20performance%20on%20enterprises%27%20internationalization%20%3A%20from%20the%20perspective%20of%20cooperative%20research%20and%20development,https://openalex.org/works?search=The%20effect%20of%20ESG%20performance%20on%20enterprises%27%20internationalization%20%3A%20from%20the%20perspective%20of%20cooperative%20research%20and%20development,
365,Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performance,2024,,,https://scholar.google.com/scholar?q=Global%20Competitive%20Strategies%3A%20Assessing%20the%20Role%20of%20Marketing%20Tools%20in%20SME%20Internationalization%20and%20Financial%20Performance,https://openalex.org/works?search=Global%20Competitive%20Strategies%3A%20Assessing%20the%20Role%20of%20Marketing%20Tools%20in%20SME%20Internationalization%20and%20Financial%20Performance,
370,Internationalization and firm performance,2023,,,https://scholar.google.com/scholar?q=Internationalization%20and%20firm%20performance,https://openalex.org/works?search=Internationalization%20and%20firm%20performance,
373,The standalone and resource-bundling effects of government and nongovernment institutional support on early internationalizing firms' performance,2022,,,https://scholar.google.com/scholar?q=The%20standalone%20and%20resource-bundling%20effects%20of%20government%20and%20nongovernment%20institutional%20support%20on%20early%20internationalizing%20firms%27%20performance,https://openalex.org/works?search=The%20standalone%20and%20resource-bundling%20effects%20of%20government%20and%20nongovernment%20institutional%20support%20on%20early%20internationalizing%20firms%27%20performance,
374,Internationalization of R&D and Innovation Performance in the Pharma Industry,2022,,,https://scholar.google.com/scholar?q=Internationalization%20of%20R%26D%20and%20Innovation%20Performance%20in%20the%20Pharma%20Industry,https://openalex.org/works?search=Internationalization%20of%20R%26D%20and%20Innovation%20Performance%20in%20the%20Pharma%20Industry,
375,Internationalization of innovation and firm performance in the pharmaceutical industry,2022,,,https://scholar.google.com/scholar?q=Internationalization%20of%20innovation%20and%20firm%20performance%20in%20the%20pharmaceutical%20industry,https://openalex.org/works?search=Internationalization%20of%20innovation%20and%20firm%20performance%20in%20the%20pharmaceutical%20industry,
376,Firm resources and internationalisation performance,2022,,,https://scholar.google.com/scholar?q=Firm%20resources%20and%20internationalisation%20performance,https://openalex.org/works?search=Firm%20resources%20and%20internationalisation%20performance,
380,Corporate sustainability and enterprise performance The mediating effects of internationalization and networks,2021,,,https://scholar.google.com/scholar?q=Corporate%20sustainability%20and%20enterprise%20performance%20The%20mediating%20effects%20of%20internationalization%20and%20networks,https://openalex.org/works?search=Corporate%20sustainability%20and%20enterprise%20performance%20The%20mediating%20effects%20of%20internationalization%20and%20networks,
381,Internationalisation and financial performance: in the case of global automotive firms,2021,,,https://scholar.google.com/scholar?q=Internationalisation%20and%20financial%20performance%3A%20in%20the%20case%20of%20global%20automotive%20firms,https://openalex.org/works?search=Internationalisation%20and%20financial%20performance%3A%20in%20the%20case%20of%20global%20automotive%20firms,
382,Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovation performance,2021,,,https://scholar.google.com/scholar?q=Differences%20in%20the%20impact%20of%20R%26D%20intensity%20and%20R%26D%20internationalization%20on%20firm%20performance%20-%20Mediating%20role%20of%20innovation%20performance,https://openalex.org/works?search=Differences%20in%20the%20impact%20of%20R%26D%20intensity%20and%20R%26D%20internationalization%20on%20firm%20performance%20-%20Mediating%20role%20of%20innovation%20performance,
389,Enterprise internationalisation performance evaluation model based on artificial neural network,2020,,,https://scholar.google.com/scholar?q=Enterprise%20internationalisation%20performance%20evaluation%20model%20based%20on%20artificial%20neural%20network,https://openalex.org/works?search=Enterprise%20internationalisation%20performance%20evaluation%20model%20based%20on%20artificial%20neural%20network,
390,Analysis of the Relationship Between IT and Industry 4.0 Technologies with Internationalization and Business Performance,2020,,,https://scholar.google.com/scholar?q=Analysis%20of%20the%20Relationship%20Between%20IT%20and%20Industry%204.0%20Technologies%20with%20Internationalization%20and%20Business%20Performance,https://openalex.org/works?search=Analysis%20of%20the%20Relationship%20Between%20IT%20and%20Industry%204.0%20Technologies%20with%20Internationalization%20and%20Business%20Performance,
394,SME Internationalization: the Impact of Information Technology and Innovation,2020,,,https://scholar.google.com/scholar?q=SME%20Internationalization%3A%20the%20Impact%20of%20Information%20Technology%20and%20Innovation,https://openalex.org/works?search=SME%20Internationalization%3A%20the%20Impact%20of%20Information%20Technology%20and%20Innovation,
396,The longitudinal effects of internationalization on firm performance: The moderating role of marketing capability,2019,,,https://scholar.google.com/scholar?q=The%20longitudinal%20effects%20of%20internationalization%20on%20firm%20performance%3A%20The%20moderating%20role%20of%20marketing%20capability,https://openalex.org/works?search=The%20longitudinal%20effects%20of%20internationalization%20on%20firm%20performance%3A%20The%20moderating%20role%20of%20marketing%20capability,
397,Does Efficient Social-Network Structure Benefit the Performance of Business Groups and Core Firms? The Underlying Mediation Mechanism for Small World Network Structure and Internationalization in Cross-Level Business Group Network,2019,,,https://scholar.google.com/scholar?q=Does%20Efficient%20Social-Network%20Structure%20Benefit%20the%20Performance%20of%20Business%20Groups%20and%20Core%20Firms%3F%20The%20Underlying%20Mediation%20Mechanism%20for%20Small%20World%20Network%20Structure%20and%20Internationalization%20in%20Cross-Level%20Business%20Group%20Network,https://openalex.org/works?search=Does%20Efficient%20Social-Network%20Structure%20Benefit%20the%20Performance%20of%20Business%20Groups%20and%20Core%20Firms%3F%20The%20Underlying%20Mediation%20Mechanism%20for%20Small%20World%20Network%20Structure%20and%20Internationalization%20in%20Cross-Level%20Business%20Group%20Network,
398,Complementarity of R&D and productivity in SME export behavior,2019,,,https://scholar.google.com/scholar?q=Complementarity%20of%20R%26D%20and%20productivity%20in%20SME%20export%20behavior,https://openalex.org/works?search=Complementarity%20of%20R%26D%20and%20productivity%20in%20SME%20export%20behavior,
402,SMEs Performance and Internationalization: A Traditional Industry Approach,2018,,,https://scholar.google.com/scholar?q=SMEs%20Performance%20and%20Internationalization%3A%20A%20Traditional%20Industry%20Approach,https://openalex.org/works?search=SMEs%20Performance%20and%20Internationalization%3A%20A%20Traditional%20Industry%20Approach,
409,"Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach",2017,,,https://scholar.google.com/scholar?q=Capability%2C%20environment%20and%20internationalization%20fit%2C%20and%20financial%20and%20marketing%20performance%20of%20MNEs%27%20foreign%20subsidiaries%20An%20abductive%20contingency%20approach,https://openalex.org/works?search=Capability%2C%20environment%20and%20internationalization%20fit%2C%20and%20financial%20and%20marketing%20performance%20of%20MNEs%27%20foreign%20subsidiaries%20An%20abductive%20contingency%20approach,
410,A Study on the Effects of Dual Network Embeddedness on Organizational Learning and Internationalization Performance,2017,,,https://scholar.google.com/scholar?q=A%20Study%20on%20the%20Effects%20of%20Dual%20Network%20Embeddedness%20on%20Organizational%20Learning%20and%20Internationalization%20Performance,https://openalex.org/works?search=A%20Study%20on%20the%20Effects%20of%20Dual%20Network%20Embeddedness%20on%20Organizational%20Learning%20and%20Internationalization%20Performance,
412,Board political experience and firm internationalization strategy A resource dependence perspective,2017,,,https://scholar.google.com/scholar?q=Board%20political%20experience%20and%20firm%20internationalization%20strategy%20A%20resource%20dependence%20perspective,https://openalex.org/works?search=Board%20political%20experience%20and%20firm%20internationalization%20strategy%20A%20resource%20dependence%20perspective,
415,THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY PERFORMANCE,2016,,,https://scholar.google.com/scholar?q=THE%20IMPACT%20OF%20INTERNATIONALIZATION%20AND%20DIVERSIFICATION%20ON%20CONSTRUCTION%20INDUSTRY%20PERFORMANCE,https://openalex.org/works?search=THE%20IMPACT%20OF%20INTERNATIONALIZATION%20AND%20DIVERSIFICATION%20ON%20CONSTRUCTION%20INDUSTRY%20PERFORMANCE,
417,Measuring productivity premia with many modes of internationalization,2016,,,https://scholar.google.com/scholar?q=Measuring%20productivity%20premia%20with%20many%20modes%20of%20internationalization,https://openalex.org/works?search=Measuring%20productivity%20premia%20with%20many%20modes%20of%20internationalization,
420,Internationalization and hotel performance: The missing pieces,2016,,,https://scholar.google.com/scholar?q=Internationalization%20and%20hotel%20performance%3A%20The%20missing%20pieces,https://openalex.org/works?search=Internationalization%20and%20hotel%20performance%3A%20The%20missing%20pieces,
421,Internationalization of corporate R&D activities and innovation performance,2016,,,https://scholar.google.com/scholar?q=Internationalization%20of%20corporate%20R%26D%20activities%20and%20innovation%20performance,https://openalex.org/works?search=Internationalization%20of%20corporate%20R%26D%20activities%20and%20innovation%20performance,
425,Internationalisation of firms and their innovation and productivity,2015,,,https://scholar.google.com/scholar?q=Internationalisation%20of%20firms%20and%20their%20innovation%20and%20productivity,https://openalex.org/works?search=Internationalisation%20of%20firms%20and%20their%20innovation%20and%20productivity,
429,Export Experience of Managers and the Internationalisation of Firms,2015,,,https://scholar.google.com/scholar?q=Export%20Experience%20of%20Managers%20and%20the%20Internationalisation%20of%20Firms,https://openalex.org/works?search=Export%20Experience%20of%20Managers%20and%20the%20Internationalisation%20of%20Firms,
437,Multinational Performance and the Geography of FDI,2013,,,https://scholar.google.com/scholar?q=Multinational%20Performance%20and%20the%20Geography%20of%20FDI,https://openalex.org/works?search=Multinational%20Performance%20and%20the%20Geography%20of%20FDI,
440,Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,2012,,,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Retail%20Firms%3A%20A%20Bayesian%20Dynamic%20Model,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Retail%20Firms%3A%20A%20Bayesian%20Dynamic%20Model,
441,INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,2012,,,https://scholar.google.com/scholar?q=INFORMATION%20COSTS%20AND%20INTERNATIONALIZATION%20PERFORMANCE,https://openalex.org/works?search=INFORMATION%20COSTS%20AND%20INTERNATIONALIZATION%20PERFORMANCE,
442,Firms' internationalization and productivity growth,2012,,,https://scholar.google.com/scholar?q=Firms%27%20internationalization%20and%20productivity%20growth,https://openalex.org/works?search=Firms%27%20internationalization%20and%20productivity%20growth,
